timestamp,position lat,position long,heart rate,cadence,distance,temperature,fractional cadence,enhanced speed,km/hr speed,time/km,enhanced altitude,cycle length 16,performance condition,,wrist heart rate
1084947589,-404025473,1803380111,136,82,612542,19,0,2165,7.794,7.698229407,2483,0,,44,136
1084947599,-404024415,1803382528,136,80,614661,19,0,2165,7.794,7.698229407,2482,0,,44,136
1084947609,-404023628,1803384432,137,76,616310,19,64,2127,7.6572,7.83576242,2478,0,,108,137
1084947614,-404023621,1803384470,140,52,616344,19,0,504,1.8144,33.06878307,2475,0,,72,140
1084947615,-404023625,1803384485,139,52,616353,19,0,504,1.8144,33.06878307,2475,0,,72,139
1084947622,-404023655,1803384518,136,48,616377,19,64,345,1.242,48.30917874,2475,881,,147,136
1084947627,-404023655,1803384518,133,44,616377,19,0,252,0.9072,66.13756614,2474,881,,176,133
1084947629,-404023655,1803384518,131,44,616377,19,0,224,0.8064,74.4047619,2474,881,,176,131
1084947632,-404023655,1803384518,128,44,616377,19,64,0,0,#DIV/0!,2474,881,,162,128
1084947638,-404023678,1803384531,125,44,616383,19,64,0,0,#DIV/0!,2474,881,,176,125
1084947644,-404023726,1803384626,122,47,616432,19,0,0,0,#DIV/0!,2474,881,,176,122
1084947651,-404023452,1803385324,119,73,617033,19,0,0,0,#DIV/0!,2478,,,162,119
1084947655,-404022946,1803386734,116,77,618223,19,64,1801,6.4836,9.254118083,2477,0,,176,116
1084947657,-404022630,1803387382,116,78,618805,19,64,1857,6.6852,8.975049363,2476,500,,176,116
1084947663,-404021835,1803388932,119,81,620212,19,0,2053,7.3908,8.118201007,2475,0,,176,119
1084947667,-404021353,1803389998,120,81,621154,20,0,2109,7.5924,7.902639482,2475,,,176,120
1084947668,-404021290,1803390299,123,81,621393,20,0,2109,7.5924,7.902639482,2475,,,176,123
1084947669,-404021289,1803390628,120,80,621647,20,0,2109,7.5924,7.902639482,2475,,,176,120
1084947673,-404021278,1803391746,121,79,622521,20,0,2109,7.5924,7.902639482,2474,0,,176,121
1084947675,-404021019,1803392200,117,77,622948,20,64,2109,7.5924,7.902639482,2474,0,,176,117
1084947676,-404020892,1803392423,124,77,623157,19,64,2109,7.5924,7.902639482,2473,894,,176,124
1084947678,-404020629,1803392837,128,78,623560,19,0,2090,7.524,7.974481659,2473,894,,176,128
1084947680,-404020385,1803393264,129,78,623962,20,0,2043,7.3548,8.157937673,2473,0,,176,129
1084947683,-404019959,1803393798,132,77,624535,20,64,1959,7.0524,8.507742045,2473,0,,147,132
1084947689,-404019092,1803394963,132,79,625751,20,64,1894,6.8184,8.799718409,2473,0,,129,132
1084947692,-404018630,1803395446,129,79,626322,20,0,1894,6.8184,8.799718409,2473,0,,88,129
1084947698,-404017730,1803396510,131,78,627498,20,0,1875,6.75,8.888888889,2473,0,,108,131
1084947703,-404016732,1803397212,134,78,628565,20,0,1885,6.786,8.84173298,2474,0,,108,134
1084947708,-404015815,1803397815,134,78,629538,20,0,1885,6.786,8.84173298,2475,0,,108,134
1084947719,-404013745,1803399054,132,78,631690,20,0,1866,6.7176,8.931761343,2478,0,,88,132
1084947722,-404013225,1803399410,129,78,632246,20,0,1866,6.7176,8.931761343,2477,0,,88,129
1084947729,-404012126,1803400429,130,77,633541,20,64,1866,6.7176,8.931761343,2475,0,,44,130
1084947738,-404010429,1803402092,131,78,635583,20,64,1857,6.6852,8.975049363,2476,0,,25,131
1084947740,-404010001,1803402432,131,79,636059,20,0,1857,6.6852,8.975049363,2476,0,,25,131
1084947750,-404008318,1803404322,135,78,638253,20,0,2006,7.2216,8.308408109,2475,0,,18,135
1084947758,-404007795,1803406350,137,79,639904,20,64,2071,7.4556,8.047642041,2476,0,,18,137
1084947764,-404007320,1803407788,136,78,641101,20,64,2053,7.3908,8.118201007,2479,0,,25,136
1084947767,-404007095,1803408562,136,78,641735,20,0,2053,7.3908,8.118201007,2480,0,,25,136
1084947771,-404006783,1803409514,135,78,642528,20,0,2025,7.29,8.230452675,2481,0,,18,135
1084947780,-404006122,1803411688,136,76,644325,20,64,2015,7.254,8.271298594,2485,0,,18,136
1084947781,-404006060,1803411936,136,76,644525,20,64,2015,7.254,8.271298594,2486,0,,18,136
1084947786,-404005725,1803413123,139,77,645497,20,64,2006,7.2216,8.308408109,2489,0,,12,139
1084947788,-404005649,1803413556,137,78,645839,20,0,2006,7.2216,8.308408109,2491,0,,32,137
1084947791,-404005474,1803414197,140,79,646363,20,64,2006,7.2216,8.308408109,2493,0,,32,140
1084947794,-404005216,1803414914,145,79,646969,20,64,1997,7.1892,8.345852112,2495,0,,57,145
1084947795,-404005115,1803415150,141,79,647172,20,0,1997,7.1892,8.345852112,2496,0,,57,141
1084947797,-404004884,1803415631,141,79,647607,20,0,1997,7.1892,8.345852112,2497,0,,44,141
1084947799,-404004715,1803416181,139,79,648061,20,0,1997,7.1892,8.345852112,2498,0,,32,139
1084947807,-404004570,1803418122,140,76,649577,20,64,2006,7.2216,8.308408109,2502,,,12,140
1084947809,-404004539,1803418619,141,77,649962,20,64,1997,7.1892,8.345852112,2502,,,12,141
1084947814,-404004734,1803419861,143,76,650940,20,64,1969,7.0884,8.464533604,2504,0,,12,143
1084947820,-404004950,1803421272,142,76,652025,20,64,1950,7.02,8.547008547,2501,0,,12,142
1084947829,-404005088,1803423775,143,77,653994,20,64,1922,6.9192,8.671522719,2496,0,,12,143
1084947834,-404005192,1803425436,143,79,655273,20,64,1941,6.9876,8.586639189,2491,894,,12,143
1084947837,-404005002,1803426319,142,80,656011,20,0,2025,7.29,8.230452675,2487,894,,25,142
1084947838,-404004823,1803426543,142,80,656249,20,0,2099,7.5564,7.940289027,2485,0,,25,142
1084947841,-404004016,1803426824,140,83,657034,20,0,2211,7.9596,7.53806724,2480,894,,25,140
1084947842,-404003718,1803426901,139,83,657318,20,0,2230,8.028,7.473841555,2478,0,,25,139
1084947849,-404002040,1803427238,137,76,658898,20,64,2211,7.9596,7.53806724,2475,0,,25,137
1084947850,-404001809,1803427244,136,77,659113,20,64,2211,7.9596,7.53806724,2474,0,,18,136
1084947858,-403999912,1803427150,134,79,660881,20,64,2221,7.9956,7.50412727,2473,0,,7,134
1084947867,-403998399,1803427869,133,79,662434,20,64,2174,7.8264,7.666360012,2475,0,,7,133
1084947872,-403997741,1803428527,130,78,663235,20,0,2062,7.4232,8.08276754,2475,0,,18,130
1084947874,-403997480,1803428834,127,78,663575,20,0,2006,7.2216,8.308408109,2476,0,,12,127
1084947877,-403997114,1803429400,125,78,664132,20,0,1941,6.9876,8.586639189,2476,0,,18,125
1084947887,-403996064,1803431772,126,77,666219,20,64,1941,6.9876,8.586639189,2472,0,,12,126
1084947896,-403995693,1803434098,129,78,668058,20,0,2062,7.4232,8.08276754,2473,0,,25,129
1084947898,-403995598,1803434652,130,78,668495,20,0,2062,7.4232,8.08276754,2473,0,,18,130
1084947906,-403994822,1803436631,133,79,670193,20,64,2071,7.4556,8.047642041,2475,0,,7,133
1084947909,-403994345,1803437472,133,79,670981,20,64,2081,7.4916,8.008970046,2475,0,,7,133
1084947918,-403992994,1803439632,134,79,673075,20,0,2165,7.794,7.698229407,2475,0,,2,134
1084947920,-403992621,1803440040,136,79,673545,20,64,2183,7.8588,7.634753397,2475,0,,7,136
1084947928,-403991116,1803441567,138,80,675373,20,0,2202,7.9272,7.568876779,2476,0,,7,138
1084947937,-403989439,1803443181,141,78,677375,20,64,2211,7.9596,7.53806724,2477,0,,7,141
1084947938,-403989251,1803443381,141,78,677609,20,0,2211,7.9596,7.53806724,2477,0,,7,141
1084947942,-403988562,1803444082,141,78,678450,20,0,2221,7.9956,7.50412727,2480,0,,7,141
1084947949,-403987379,1803445006,142,78,679762,20,0,2211,7.9596,7.53806724,2484,0,,7,142
1084947952,-403986862,1803445446,142,78,680353,20,0,2202,7.9272,7.568876779,2485,0,,7,142
1084947957,-403985999,1803445942,144,77,681246,20,64,2183,7.8588,7.634753397,2488,0,,7,144
1084947959,-403985674,1803446218,144,78,681615,20,0,2174,7.8264,7.666360012,2490,0,,7,144
1084947963,-403984999,1803446618,144,78,682311,20,0,2155,7.758,7.733952049,2495,,,7,144
1084947966,-403984486,1803446822,145,79,682812,20,64,2137,7.6932,7.799095305,2499,0,,7,145
1084947968,-403984066,1803446955,145,80,683215,20,0,2118,7.6248,7.869058861,2501,0,,7,145
1084947976,-403982343,1803446997,142,78,684837,20,0,2081,7.4916,8.008970046,2503,,,7,142
1084947985,-403980261,1803447427,142,79,686815,20,0,2071,7.4556,8.047642041,2505,0,,7,142
1084947989,-403979330,1803447443,144,77,687674,20,64,2062,7.4232,8.08276754,2506,,,7,144
1084947994,-403978435,1803447628,145,77,688519,20,64,2034,7.3224,8.194034743,2508,894,,7,145
1084948002,-403976923,1803448546,146,78,690102,20,64,1997,7.1892,8.345852112,2511,894,,2,146
1084948003,-403976744,1803448751,146,78,690327,20,64,1997,7.1892,8.345852112,2512,894,,2,146
1084948009,-403975717,1803449683,146,82,691540,20,0,1997,7.1892,8.345852112,2517,894,,2,146
1084948010,-403975589,1803449870,145,82,691728,20,0,1997,7.1892,8.345852112,2518,894,,2,145
1084948016,-403974955,1803451298,144,79,692987,20,64,2006,7.2216,8.308408109,2518,0,,7,144
1084948023,-403975153,1803453312,145,78,694564,20,0,2025,7.29,8.230452675,2520,0,,7,145
1084948028,-403975701,1803454490,147,78,695621,20,0,2053,7.3908,8.118201007,2523,0,,7,147
1084948031,-403976267,1803454933,146,78,696251,20,0,2071,7.4556,8.047642041,2524,0,,7,146
1084948039,-403977730,1803456056,146,79,697869,20,64,2081,7.4916,8.008970046,2529,0,,12,146
1084948048,-403979220,1803457399,147,79,699623,20,64,2071,7.4556,8.047642041,2535,0,,12,147
1084948050,-403979375,1803457888,148,79,700028,20,64,2071,7.4556,8.047642041,2536,0,,12,148
1084948055,-403979243,1803458939,149,80,700862,20,0,2062,7.4232,8.08276754,2540,,,7,149
1084948056,-403979155,1803459106,149,79,701015,20,64,2053,7.3908,8.118201007,2540,,,7,149
1084948060,-403978578,1803459732,150,80,701757,20,0,2034,7.3224,8.194034743,2546,0,,7,150
1084948061,-403978405,1803459761,150,80,701918,20,0,2025,7.29,8.230452675,2546,0,,7,150
1084948064,-403977776,1803459643,149,81,702521,20,0,2006,7.2216,8.308408109,2548,0,-8,7,149
1084948067,-403977287,1803459058,150,77,703166,20,64,1997,7.1892,8.345852112,2548,,-8,18,150
1084948076,-403976071,1803457165,147,76,705018,20,64,1987,7.1532,8.387854387,2545,,-8,57,147
1084948087,-403974700,1803454991,145,79,707133,20,64,1913,6.8868,8.712319219,2545,0,-8,32,145
1084948097,-403973610,1803452908,144,76,709040,20,64,1913,6.8868,8.712319219,2547,,-8,32,144
1084948106,-403972655,1803451115,141,77,710689,20,64,1903,6.8508,8.758101244,2547,0,-8,44,141
1084948109,-403972395,1803450551,141,77,711190,20,64,1885,6.786,8.84173298,2547,0,-8,44,141
1084948120,-403970999,1803448411,140,79,713297,20,64,1857,6.6852,8.975049363,2547,0,-8,44,140
1084948121,-403970862,1803448207,140,78,713500,20,64,1866,6.7176,8.931761343,2547,0,-8,44,140
1084948132,-403969340,1803446064,138,78,715685,20,0,1875,6.75,8.888888889,2546,0,-8,7,138
1084948134,-403969084,1803445665,137,78,716075,20,0,1875,6.75,8.888888889,2546,0,-8,12,137
1084948144,-403967580,1803443732,137,78,718126,20,0,1903,6.8508,8.758101244,2549,0,-8,12,137
1084948146,-403967290,1803443379,137,78,718509,20,0,1903,6.8508,8.758101244,2549,0,-8,12,137
1084948156,-403965832,1803441360,138,78,720580,20,0,1931,6.9516,8.631106508,2550,0,-8,2,138
1084948166,-403964351,1803439455,140,79,722600,20,64,1950,7.02,8.547008547,2545,,-8,12,140
1084948169,-403963919,1803438867,140,79,723209,20,64,1950,7.02,8.547008547,2545,0,-8,12,140
1084948175,-403963009,1803437745,137,77,724423,20,64,1959,7.0524,8.507742045,2550,0,-8,18,137
1084948183,-403961612,1803436156,136,78,726214,20,0,1987,7.1532,8.387854387,2547,0,-8,12,136
1084948188,-403960739,1803435138,136,78,727345,20,0,2006,7.2216,8.308408109,2551,,-8,12,136
1084948191,-403960372,1803434527,137,78,727930,20,0,2015,7.254,8.271298594,2552,0,-8,2,137
1084948201,-403958701,1803432650,136,78,730062,20,0,2043,7.3548,8.157937673,2550,0,-8,2,136
1084948211,-403956959,1803430874,137,80,732191,20,0,2062,7.4232,8.08276754,2552,0,-8,2,137
1084948216,-403956135,1803429836,137,78,733302,20,64,2081,7.4916,8.008970046,2550,,-8,2,137
1084948226,-403954379,1803428062,139,78,735436,20,0,2099,7.5564,7.940289027,2554,0,-8,2,139
1084948227,-403954201,1803427902,139,78,735643,20,64,2099,7.5564,7.940289027,2554,0,-8,2,139
1084948237,-403952330,1803426144,140,77,737853,20,0,2118,7.6248,7.869058861,2552,0,-8,12,140
1084948241,-403951561,1803425526,140,74,738714,20,64,2137,7.6932,7.799095305,2555,0,-8,12,140
1084948249,-403950105,1803424159,140,77,740434,19,64,2146,7.7256,7.766387077,2557,0,-8,12,140
1084948252,-403949539,1803423675,140,78,741081,19,0,2146,7.7256,7.766387077,2558,0,-8,12,140
1084948260,-403947902,1803422457,143,78,742874,19,64,2155,7.758,7.733952049,2560,881,-8,7,143
1084948261,-403947687,1803422301,143,78,743108,19,64,2155,7.758,7.733952049,2562,881,-8,7,143
1084948262,-403947495,1803422157,143,78,743319,19,64,2155,7.758,7.733952049,2562,881,-8,7,143
1084948270,-403946098,1803420755,142,78,745017,19,64,2165,7.794,7.698229407,2556,0,-8,2,142
1084948271,-403945911,1803420634,142,78,745215,19,64,2165,7.794,7.698229407,2553,0,-8,2,142
1084948274,-403945288,1803420136,140,80,745911,19,0,2165,7.794,7.698229407,2550,0,-8,2,140
1084948278,-403944416,1803419582,138,82,746828,19,0,2155,7.758,7.733952049,2556,888,-8,7,138
1084948281,-403943889,1803419251,137,83,747383,19,0,2155,7.758,7.733952049,2559,0,-8,7,137
1084948283,-403943493,1803418976,136,82,747807,19,0,2155,7.758,7.733952049,2561,0,-8,12,136
1084948286,-403942885,1803418471,136,82,748494,19,0,2155,7.758,7.733952049,2562,0,-8,12,136
1084948291,-403941825,1803417606,136,80,749685,19,0,2155,7.758,7.733952049,2563,0,-8,12,136
1084948300,-403939924,1803416219,138,81,751753,19,0,2174,7.8264,7.666360012,2560,888,-8,12,138
1084948301,-403939720,1803416012,139,81,752002,19,0,2174,7.8264,7.666360012,2560,888,-8,7,139
1084948307,-403938692,1803414851,140,80,753353,19,0,2183,7.8588,7.634753397,2557,0,-8,18,140
1084948310,-403938532,1803414032,140,78,754005,19,0,2193,7.8948,7.5999392,2556,0,-8,18,140
1084948315,-403938373,1803412388,141,77,755287,19,64,2202,7.9272,7.568876779,2551,0,-8,12,141
1084948323,-403938106,1803409679,142,79,757409,19,64,2258,8.1288,7.381163271,2546,0,-8,7,142
1084948324,-403938092,1803409353,142,79,757662,20,64,2277,8.1972,7.319572537,2546,0,-8,7,142
1084948330,-403938175,1803407594,141,80,759026,19,0,2314,8.3304,7.202535292,2543,0,-8,2,141
1084948339,-403937811,1803405224,139,76,760899,20,64,2295,8.262,7.262164125,2545,0,-8,2,139
1084948346,-403937602,1803403074,142,78,762574,19,0,2286,8.2296,7.290755322,2547,0,-8,2,142
1084948347,-403937584,1803402765,142,78,762814,20,0,2286,8.2296,7.290755322,2547,0,-8,2,142
1084948352,-403937484,1803401295,143,76,763960,20,64,2305,8.298,7.23065799,2544,0,-8,2,143
1084948355,-403937479,1803400492,143,76,764581,20,64,2314,8.3304,7.202535292,2543,0,-8,2,143
1084948361,-403937241,1803398864,143,79,765865,20,64,2314,8.3304,7.202535292,2539,881,-8,2,143
1084948367,-403936854,1803396909,141,79,767426,20,64,2305,8.298,7.23065799,2534,0,-8,2,141
1084948369,-403936751,1803396315,140,79,767892,20,64,2305,8.298,7.23065799,2532,0,-8,7,140
1084948373,-403936387,1803395201,138,80,768825,20,0,2314,8.3304,7.202535292,2528,0,-8,7,138
1084948377,-403935875,1803393871,139,80,769962,20,0,2333,8.3988,7.143877697,2525,0,-8,7,139
1084948382,-403935364,1803392485,138,80,771133,20,0,2361,8.4996,7.059155725,2523,0,-8,7,138
1084948384,-403935133,1803391913,138,79,771627,20,64,2370,8.532,7.032348805,2522,0,-8,7,138
1084948393,-403934141,1803389708,137,79,773569,20,0,2370,8.532,7.032348805,2519,0,-8,7,137
1084948396,-403933726,1803389138,137,78,774143,20,0,2361,8.4996,7.059155725,2518,0,-8,7,137
1084948401,-403932945,1803388017,137,79,775279,20,64,2333,8.3988,7.143877697,2516,0,-8,7,137
1084948410,-403932070,1803385860,138,79,777141,20,64,2267,8.1612,7.351860021,2513,0,-8,2,138
1084948412,-403931902,1803385266,139,79,777627,20,64,2258,8.1288,7.381163271,2512,0,-8,7,139
1084948419,-403931728,1803383649,138,82,778871,20,0,2221,7.9956,7.50412727,2511,0,-8,7,138
1084948426,-403931527,1803381719,136,81,780372,20,0,2174,7.8264,7.666360012,2509,0,-8,7,136
1084948435,-403931731,1803378896,136,81,782578,20,0,2146,7.7256,7.766387077,2509,,-8,7,136
1084948441,-403931600,1803376959,139,82,784085,20,0,2146,7.7256,7.766387077,2508,0,-8,7,139
1084948442,-403931646,1803376631,139,82,784343,20,0,2155,7.758,7.733952049,2508,0,-8,7,139
1084948449,-403931737,1803374753,139,79,785802,20,64,2165,7.794,7.698229407,2508,0,-8,7,139
1084948456,-403931596,1803372458,137,78,787588,20,64,2165,7.794,7.698229407,2509,0,-8,2,137
1084948458,-403931604,1803371912,135,79,788013,20,64,2165,7.794,7.698229407,2509,0,-8,2,135
1084948462,-403931673,1803370673,135,81,788969,20,0,2183,7.8588,7.634753397,2510,0,-8,2,135
1084948464,-403931701,1803370171,134,81,789359,20,0,2183,7.8588,7.634753397,2510,0,-8,2,134
1084948466,-403931866,1803369837,134,81,789661,20,0,2183,7.8588,7.634753397,2510,0,-8,2,134
1084948469,-403932220,1803369204,134,81,790250,20,0,2174,7.8264,7.666360012,2511,0,-8,2,134
1084948471,-403932525,1803368785,134,81,790673,20,0,2174,7.8264,7.666360012,2511,0,-8,2,134
1084948475,-403933371,1803368332,133,81,791538,20,0,2165,7.794,7.698229407,2511,894,-8,2,133
1084948483,-403935207,1803367819,133,82,793285,20,0,2174,7.8264,7.666360012,2511,0,-8,2,133
1084948491,-403936993,1803367986,133,78,794964,20,64,2174,7.8264,7.666360012,2509,0,-8,2,133
1084948496,-403937984,1803368080,133,77,795885,20,64,2155,7.758,7.733952049,2507,0,-8,2,133
1084948501,-403938876,1803368129,133,78,796708,20,0,2127,7.6572,7.83576242,2505,0,-8,2,133
1084948507,-403940095,1803368151,130,80,797843,20,0,2099,7.5564,7.940289027,2503,0,-8,2,130
1084948511,-403941002,1803368173,129,78,798684,20,64,2071,7.4556,8.047642041,2502,0,-8,2,129
1084948512,-403941220,1803368202,129,78,798888,20,64,2071,7.4556,8.047642041,2502,0,-8,2,129
1084948518,-403942608,1803368229,129,78,800168,20,0,2081,7.4916,8.008970046,2499,,-8,2,129
1084948522,-403943498,1803368309,128,79,800999,20,64,2081,7.4916,8.008970046,2498,0,-8,2,128
1084948529,-403945234,1803368518,128,79,802625,20,64,2090,7.524,7.974481659,2497,0,-8,2,128
1084948539,-403947567,1803368466,130,80,804781,20,0,2118,7.6248,7.869058861,2494,0,-8,2,130
1084948541,-403948060,1803368508,131,81,805242,21,0,2127,7.6572,7.83576242,2493,0,-8,2,131
1084948545,-403949068,1803368642,134,80,806190,20,0,2137,7.6932,7.799095305,2493,0,-8,2,134
1084948547,-403949517,1803368729,134,80,806613,20,0,2146,7.7256,7.766387077,2492,0,-8,2,134
1084948549,-403949946,1803368855,134,80,807023,20,0,2146,7.7256,7.766387077,2492,0,-8,2,134
1084948558,-403952013,1803369131,132,80,808954,21,0,2165,7.794,7.698229407,2491,0,-8,2,132
1084948569,-403954388,1803369438,131,80,811172,21,0,2137,7.6932,7.799095305,2491,0,-8,2,131
1084948573,-403955319,1803369211,134,80,812060,20,0,2137,7.6932,7.799095305,2491,0,-8,2,134
1084948576,-403955825,1803368834,136,80,812608,21,0,2146,7.7256,7.766387077,2490,0,-8,2,136
1084948584,-403957015,1803367364,134,79,814189,21,64,2127,7.6572,7.83576242,2488,0,-8,2,134
1084948585,-403957161,1803367159,134,79,814397,21,64,2118,7.6248,7.869058861,2488,0,-8,2,134
1084948589,-403957573,1803366263,133,78,815188,21,64,2109,7.5924,7.902639482,2487,,-8,2,133
1084948597,-403958764,1803364080,133,79,817198,21,64,2109,7.5924,7.902639482,2487,0,-8,2,133
1084948599,-403958830,1803363416,133,79,817715,21,64,2109,7.5924,7.902639482,2487,0,-8,2,133
1084948600,-403958866,1803363122,133,79,817945,21,64,2109,7.5924,7.902639482,2486,0,-8,2,133
1084948607,-403958757,1803361397,135,79,819291,21,64,2109,7.5924,7.902639482,2484,894,-8,2,135
1084948615,-403958514,1803359662,135,78,820660,21,0,2090,7.524,7.974481659,2487,0,-8,2,135
1084948620,-403958466,1803358581,138,77,821500,21,64,2043,7.3548,8.157937673,2488,0,-8,2,138
1084948624,-403958358,1803357007,137,76,822725,21,64,2015,7.254,8.271298594,2489,0,-8,7,137
1084948626,-403958285,1803356383,137,77,823213,21,64,2015,7.254,8.271298594,2492,0,-8,7,137
1084948632,-403958350,1803354763,137,78,824480,21,0,2062,7.4232,8.08276754,2494,0,-8,7,137
1084948640,-403958433,1803352818,138,79,825989,21,64,2090,7.524,7.974481659,2496,0,-8,2,138
1084948646,-403958558,1803351290,141,79,827183,21,0,2025,7.29,8.230452675,2495,0,-8,7,141
1084948649,-403958558,1803350533,140,78,827769,21,0,2025,7.29,8.230452675,2493,0,-8,7,140
1084948656,-403958030,1803348891,140,78,829150,21,0,2043,7.3548,8.157937673,2498,894,-8,7,140
1084948657,-403957925,1803348686,140,78,829337,21,64,2034,7.3224,8.194034743,2499,894,-8,7,140
1084948666,-403956897,1803346598,140,79,831222,21,64,1978,7.1208,8.426019548,2498,0,-8,7,140
1084948675,-403955757,1803344437,143,79,833204,21,0,2015,7.254,8.271298594,2498,0,-8,2,143
1084948676,-403955650,1803344222,143,79,833398,21,0,2015,7.254,8.271298594,2498,0,-8,2,143
1084948686,-403954379,1803342014,144,77,835474,21,64,2034,7.3224,8.194034743,2500,0,-8,2,144
1084948689,-403953995,1803341248,143,77,836168,21,64,2043,7.3548,8.157937673,2500,894,-8,7,143
1084948692,-403953578,1803340554,140,77,836830,21,64,2043,7.3548,8.157937673,2501,0,-8,7,140
1084948697,-403952838,1803339279,139,79,838033,21,64,2053,7.3908,8.118201007,2501,0,-8,7,139
1084948707,-403951528,1803336877,137,79,840253,21,0,2099,7.5564,7.940289027,2499,0,-8,2,137
1084948714,-403951212,1803334603,135,79,842064,21,64,2137,7.6932,7.799095305,2494,0,-8,2,135
1084948721,-403951716,1803332502,134,79,843800,21,64,2221,7.9956,7.50412727,2494,0,-8,2,134
1084948726,-403952160,1803331786,134,78,844496,21,64,2258,8.1288,7.381163271,2494,0,-8,2,134
1084948731,-403952676,1803330552,133,79,845550,21,0,2155,7.758,7.733952049,2494,0,-8,2,133
1084948738,-403953387,1803328515,133,78,847246,21,0,2137,7.6932,7.799095305,2496,0,-8,2,133
1084948743,-403953659,1803327346,133,78,848154,21,0,2146,7.7256,7.766387077,2496,0,-8,2,133
1084948745,-403953860,1803326763,134,78,848630,21,0,2127,7.6572,7.83576242,2495,0,-8,2,134
1084948748,-403954203,1803325940,134,77,849341,21,64,2099,7.5564,7.940289027,2494,0,-8,2,134
1084948749,-403954337,1803325669,134,78,849584,21,64,2099,7.5564,7.940289027,2493,0,-8,2,134
1084948754,-403955400,1803324541,135,81,850906,21,0,2155,7.758,7.733952049,2487,0,-8,2,135
1084948760,-403956987,1803323992,138,80,852439,21,0,2295,8.262,7.262164125,2482,0,-8,2,138
1084948769,-403959325,1803323724,139,79,854623,21,64,2351,8.4636,7.089181908,2483,0,-8,2,139
1084948770,-403959544,1803323644,139,79,854836,21,64,2351,8.4636,7.089181908,2482,0,-8,2,139
1084948779,-403961675,1803322672,139,79,856957,21,64,2351,8.4636,7.089181908,2482,,-8,7,139
1084948780,-403961906,1803322519,138,80,857203,21,0,2351,8.4636,7.089181908,2482,,-8,7,138
1084948787,-403963362,1803321361,135,78,858831,21,0,2379,8.5644,7.005744711,2484,0,-8,2,135
1084948788,-403963539,1803321161,135,77,859057,21,64,2389,8.6004,6.976419701,2484,0,-8,2,135
1084948796,-403964831,1803319373,136,76,860888,21,64,2398,8.6328,6.950236308,2484,0,-8,2,136
1084948802,-403965466,1803317734,136,80,862290,21,0,2426,8.7336,6.870019236,2483,0,-8,2,136
1084948807,-403965861,1803316301,137,78,863465,21,64,2445,8.802,6.816632584,2484,0,-8,2,137
1084948814,-403966516,1803314533,140,78,864964,21,0,2426,8.7336,6.870019236,2484,0,-8,7,140
1084948821,-403967201,1803312614,140,80,866589,21,0,2407,8.6652,6.924248719,2483,,-8,7,140
1084948830,-403967932,1803310146,139,79,868628,21,64,2417,8.7012,6.895600607,2483,,-8,2,139
1084948833,-403968179,1803309339,136,78,869294,21,0,2417,8.7012,6.895600607,2482,881,-8,7,136
1084948835,-403968310,1803308867,133,78,869679,21,0,2417,8.7012,6.895600607,2480,881,-8,7,133
1084948839,-403968631,1803307954,134,77,870445,21,64,2398,8.6328,6.950236308,2481,881,-8,7,134
1084948847,-403969615,1803305866,137,78,872302,21,0,2342,8.4312,7.116424708,2481,0,-8,7,137
1084948848,-403969753,1803305614,137,78,872535,21,0,2342,8.4312,7.116424708,2481,0,-8,7,137
1084948855,-403970912,1803303916,138,78,874239,21,0,2342,8.4312,7.116424708,2480,0,-8,7,138
1084948863,-403972372,1803302456,140,77,876005,21,64,2361,8.4996,7.059155725,2479,0,-8,7,140
1084948870,-403973630,1803301047,140,77,877609,21,64,2342,8.4312,7.116424708,2478,0,-8,7,140
1084948878,-403975018,1803299487,141,78,879375,21,64,2333,8.3988,7.143877697,2477,0,-8,7,141
1084948879,-403975199,1803299298,141,79,879598,21,64,2333,8.3988,7.143877697,2477,0,-8,7,141
1084948886,-403976509,1803297911,140,79,881217,21,0,2314,8.3304,7.202535292,2476,0,-8,7,140
1084948893,-403977763,1803296507,141,80,882815,21,0,2314,8.3304,7.202535292,2473,894,-8,7,141
1084948896,-403978493,1803295948,142,81,883618,21,0,2314,8.3304,7.202535292,2473,0,-8,7,142
1084948898,-403978872,1803295564,143,81,884079,21,0,2323,8.3628,7.174630507,2471,0,-8,2,143
1084948906,-403980421,1803294107,142,76,885913,21,64,2342,8.4312,7.116424708,2469,0,-8,7,142
1084948910,-403981181,1803293328,141,78,886843,21,64,2333,8.3988,7.143877697,2477,0,-8,7,141
1084948916,-403982301,1803291978,140,81,888317,21,0,2379,8.5644,7.005744711,2479,0,-8,12,140
1084948919,-403982902,1803291314,140,82,889078,21,0,2417,8.7012,6.895600607,2478,,-7,12,140
1084948922,-403983315,1803290672,137,81,889706,21,0,2445,8.802,6.816632584,2474,0,-7,25,137
1084948924,-403983567,1803290190,134,80,890149,21,0,2454,8.8344,6.791632709,2474,0,-7,25,134
1084948927,-403984116,1803289568,131,79,890851,21,0,2445,8.802,6.816632584,2473,0,-7,25,131
1084948933,-403985248,1803288250,134,78,892317,21,0,2435,8.766,6.844626968,2472,894,-7,12,134
1084948935,-403985614,1803287839,137,79,892782,21,64,2435,8.766,6.844626968,2471,894,-7,12,137
1084948938,-403986148,1803287203,141,80,893484,21,0,2435,8.766,6.844626968,2470,0,-7,12,141
1084948941,-403986719,1803286612,142,79,894184,21,64,2435,8.766,6.844626968,2469,0,-7,12,142
